,,,,,시간,00시,00시,01시,01시,02시,02시,03시,03시,04시,04시,05시,05시,06시,06시,07시,07시,08시,08시,09시,09시,10시,10시,11시,11시,12시,12시,13시,13시,14시,14시,15시,15시,16시,16시,17시,17시,18시,18시,19시,19시,20시,20시,21시,21시,22시,22시,23시,23시,합계,합계
가로명,방면,순번(LV2),시작지점,종료지점,분,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스
가구거리,상행,1,가구삼거리,반구사거리,00분,0,6,0,5,0,0,0,0,0,0,0,0,0,14,0,15,0,18,0,16,0,16,0,19,0,17,0,16,0,16,0,17,0,18,0,14,0,16,0,19,0,17,0,16,0,16,0,15,0,306
가구거리,상행,1,가구삼거리,반구사거리,15분,0,1,0,0,0,0,0,0,0,0,0,5,0,14,0,15,0,18,0,19,0,16,0,18,0,19,0,18,0,16,0,17,0,16,0,18,0,17,0,16,0,14,0,17,0,18,0,16,0,305
가구거리,상행,1,가구삼거리,반구사거리,30분,0,8,0,0,0,0,0,0,0,0,0,6,0,18,0,17,0,16,0,14,0,18,0,18,0,16,0,16,0,18,0,19,0,16,0,16,0,15,0,18,0,18,0,18,0,14,0,10,0,306
가구거리,상행,1,가구삼거리,반구사거리,45분,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,14,0,17,0,18,0,16,0,16,0,17,0,18,0,17,0,14,0,18,0,18,0,16,0,16,0,16,0,17,0,18,0,8,0,304
가구거리,상행,1,가구삼거리,반구사거리,소계,0,14,0,5,0,0,0,0,0,0,0,25,0,62,0,62,0,68,0,67,0,65,0,70,0,68,0,68,0,67,0,67,0,68,0,66,0,63,0,68,0,66,0,68,0,65,0,48,0,1220
가구거리,상행,계,,,,0,14,0,5,0,0,0,0,0,0,0,25,0,62,0,62,0,68,0,67,0,65,0,70,0,68,0,68,0,67,0,67,0,68,0,66,0,63,0,68,0,66,0,68,0,65,0,48,0,1220
가구거리,하행,1,반구사거리,가구삼거리,00분,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,19,0,20,0,20,0,18,0,20,0,20,0,18,0,18,0,19,0,18,0,20,0,20,0,18,0,18,0,18,0,20,0,16,0,344
가구거리,하행,1,반구사거리,가구삼거리,15분,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,21,0,19,0,17,0,18,0,19,0,20,0,18,0,19,0,19,0,20,0,20,0,19,0,20,0,19,0,19,0,20,0,14,0,347
가구거리,하행,1,반구사거리,가구삼거리,30분,0,0,0,0,0,0,0,0,0,2,0,10,0,20,0,20,0,18,0,20,0,21,0,18,0,18,0,21,0,20,0,20,0,18,0,20,0,21,0,21,0,18,0,20,0,19,0,8,0,352
가구거리,하행,1,반구사거리,가구삼거리,45분,0,0,0,0,0,0,0,0,0,2,0,19,0,18,0,20,0,20,0,20,0,20,0,21,0,20,0,19,0,19,0,19,0,20,0,20,0,20,0,20,0,21,0,21,0,18,0,3,0,360
가구거리,하행,1,반구사거리,가구삼거리,소계,0,0,0,0,0,0,0,0,0,3,0,39,0,78,0,79,0,77,0,76,0,78,0,78,0,78,0,76,0,76,0,76,0,76,0,80,0,80,0,79,0,77,0,78,0,78,0,40,0,1402
가구거리,하행,계,,,,0,0,0,0,0,0,0,0,0,3,0,39,0,78,0,79,0,77,0,76,0,78,0,78,0,78,0,76,0,76,0,76,0,76,0,80,0,80,0,79,0,77,0,78,0,78,0,40,0,1402
가구거리,소계,,,,,0,14,0,5,0,0,0,0,0,3,0,64,0,140,0,140,0,146,0,144,0,142,0,147,0,146,0,143,0,142,0,144,0,145,0,146,0,144,0,148,0,142,0,146,0,143,0,88,0,2623
강남로,상행,1,태화R,번영교남교차로,00분,82,0,68,0,54,0,43,0,50,0,50,0,188,0,244,0,310,0,272,0,283,0,300,0,271,0,347,0,336,0,286,0,298,0,303,0,274,0,276,0,200,0,185,0,138,0,89,0,4948,0
강남로,상행,1,태화R,번영교남교차로,15분,67,0,61,0,51,0,42,0,46,0,74,0,178,0,282,0,344,0,304,0,298,0,314,0,322,0,300,0,330,0,364,0,328,0,282,0,271,0,232,0,188,0,128,0,122,0,86,0,5016,0
강남로,상행,1,태화R,번영교남교차로,30분,66,0,59,0,42,0,44,0,52,0,88,0,214,0,338,0,340,0,294,0,312,0,300,0,296,0,404,0,426,0,333,0,335,0,298,0,288,0,252,0,186,0,130,0,126,0,88,0,5311,0
강남로,상행,1,태화R,번영교남교차로,45분,74,0,54,0,43,0,50,0,56,0,127,0,216,0,333,0,327,0,293,0,306,0,320,0,337,0,332,0,388,0,358,0,286,0,282,0,282,0,236,0,182,0,140,0,88,0,90,0,5198,0
강남로,상행,1,태화R,번영교남교차로,소계,289,0,242,0,189,0,178,0,204,0,340,0,796,0,1197,0,1320,0,1164,0,1200,0,1235,0,1226,0,1382,0,1479,0,1341,0,1247,0,1166,0,1116,0,996,0,758,0,582,0,474,0,353,0,20473,0
강남로,상행,2,번영교남교차로,학성교남교차로,00분,82,0,80,0,66,0,58,0,60,0,52,0,154,0,276,0,252,0,250,0,253,0,262,0,264,0,272,0,333,0,368,0,342,0,289,0,336,0,264,0,198,0,186,0,180,0,146,0,5020,0
강남로,상행,2,번영교남교차로,학성교남교차로,15분,100,0,64,0,55,0,58,0,48,0,87,0,159,0,259,0,252,0,238,0,260,0,262,0,290,0,280,0,356,0,304,0,336,0,306,0,289,0,256,0,212,0,200,0,184,0,139,0,4993,0
강남로,상행,2,번영교남교차로,학성교남교차로,30분,96,0,62,0,56,0,61,0,52,0,106,0,208,0,273,0,292,0,210,0,225,0,304,0,263,0,304,0,346,0,349,0,293,0,278,0,261,0,254,0,218,0,182,0,146,0,103,0,4942,0
강남로,상행,2,번영교남교차로,학성교남교차로,45분,100,0,77,0,60,0,56,0,56,0,124,0,220,0,276,0,228,0,254,0,270,0,260,0,267,0,350,0,328,0,349,0,322,0,290,0,292,0,219,0,224,0,190,0,142,0,94,0,5048,0
강남로,상행,2,번영교남교차로,학성교남교차로,소계,378,0,283,0,238,0,232,0,216,0,370,0,742,0,1084,0,1022,0,952,0,1007,0,1087,0,1084,0,1206,0,1363,0,1370,0,1294,0,1162,0,1178,0,993,0,852,0,758,0,652,0,481,0,20003,0
강남로,상행,3,학성교남교차로,명촌교남단,00분,76,0,24,0,41,0,34,0,21,0,26,0,108,0,159,0,120,0,56,1,42,1,48,1,38,1,52,1,72,1,48,0,59,1,52,1,97,0,62,0,32,0,36,0,41,0,38,0,1383,10
강남로,상행,3,학성교남교차로,명촌교남단,15분,44,0,33,0,32,0,34,0,20,0,30,0,126,0,182,0,102,0,52,0,46,0,58,0,54,0,62,0,74,0,50,0,49,0,60,0,70,0,43,0,25,0,34,0,40,0,34,0,1352,0
강남로,상행,3,학성교남교차로,명촌교남단,30분,37,0,36,0,30,0,34,0,18,0,42,0,144,0,201,0,106,0,59,1,54,1,46,1,47,1,54,1,72,1,60,1,60,0,90,0,56,0,58,1,36,0,45,0,34,0,42,0,1462,10
강남로,상행,3,학성교남교차로,명촌교남단,45분,41,0,36,0,30,0,40,0,18,0,69,0,128,0,163,0,69,0,66,0,42,0,54,0,61,0,52,0,56,0,53,0,56,0,83,0,60,0,40,0,35,0,48,0,28,0,50,0,1377,0
강남로,상행,3,학성교남교차로,명촌교남단,소계,198,0,129,0,134,0,144,0,76,0,166,0,506,0,705,1,397,1,234,2,184,2,206,2,200,2,220,2,274,2,212,2,223,2,285,1,283,0,202,1,128,0,163,0,143,0,164,0,5575,20
강남로,상행,계,,,,864,0,654,0,560,0,554,0,496,0,876,0,2044,0,2986,1,2740,1,2348,2,2390,2,2528,2,2511,2,2808,2,3116,2,2922,2,2764,2,2612,1,2578,0,2191,1,1738,0,1503,0,1268,0,998,0,46051,20
강남로,하행,1,명촌교남단,학성교남교차로,00분,54,0,50,0,37,0,24,0,30,0,32,0,32,0,81,0,109,0,132,1,136,0,148,1,142,0,144,1,153,1,218,1,234,1,268,0,260,0,182,0,127,1,108,0,69,0,96,0,2868,10
강남로,하행,1,명촌교남단,학성교남교차로,15분,78,0,34,0,28,0,29,0,28,0,26,0,49,0,92,0,137,0,128,0,142,0,146,0,134,0,153,0,157,0,204,0,232,0,256,0,286,0,169,0,120,0,108,0,82,0,60,0,2880,2
강남로,하행,1,명촌교남단,학성교남교차로,30분,96,0,28,0,26,0,31,0,21,0,36,0,46,0,94,0,136,0,120,0,138,0,150,0,134,0,158,0,180,0,218,0,190,0,230,0,212,0,164,0,116,0,106,0,58,0,38,0,2727,4
강남로,하행,1,명촌교남단,학성교남교차로,45분,82,0,30,0,26,0,26,0,36,0,28,0,47,0,98,0,150,0,159,0,146,0,179,0,162,0,163,0,180,0,264,0,194,0,232,0,183,0,148,0,118,0,88,0,74,0,48,0,2858,4
강남로,하행,1,명촌교남단,학성교남교차로,소계,310,0,142,0,116,0,110,0,114,0,124,0,174,0,366,0,532,2,540,2,562,2,623,2,572,2,618,1,670,2,904,2,851,2,987,2,942,2,664,1,480,1,410,0,284,0,240,0,11334,20
강남로,하행,2,학성교남교차로,번영교남교차로,00분,98,0,88,0,74,0,72,0,47,0,74,0,169,0,256,0,298,0,320,0,326,0,374,0,386,0,376,0,436,0,480,0,458,0,412,0,437,0,400,0,302,0,270,0,203,0,200,0,6556,0
강남로,하행,2,학성교남교차로,번영교남교차로,15분,110,0,71,0,66,0,78,0,51,0,91,0,187,0,266,0,296,0,346,0,374,0,350,0,392,0,428,0,428,0,445,0,476,0,452,0,397,0,318,0,292,0,254,0,214,0,149,0,6532,0
강남로,하행,2,학성교남교차로,번영교남교차로,30분,150,0,69,0,72,0,69,0,66,0,114,0,182,0,282,0,340,0,312,0,343,0,409,0,368,0,404,0,486,0,432,0,448,0,408,0,426,0,341,0,286,0,220,0,193,0,135,0,6556,0
강남로,하행,2,학성교남교차로,번영교남교차로,45분,132,0,62,0,76,0,61,0,86,0,126,0,225,0,316,0,306,0,346,0,354,0,380,0,395,0,422,0,426,0,467,0,448,0,422,0,454,0,297,0,288,0,234,0,188,0,148,0,6658,0
강남로,하행,2,학성교남교차로,번영교남교차로,소계,490,0,290,0,286,0,280,0,251,0,406,0,762,0,1119,0,1240,0,1323,0,1398,0,1514,0,1540,0,1630,0,1776,0,1824,0,1830,0,1694,0,1714,0,1356,0,1168,0,979,0,798,0,631,0,26300,0
강남로,하행,3,번영교남교차로,태화R,00분,140,0,124,0,84,0,70,0,60,0,74,0,127,0,148,0,184,0,228,0,212,0,192,0,210,0,309,0,292,0,316,0,326,0,343,0,340,0,291,0,268,0,218,0,184,0,151,0,4890,0
강남로,하행,3,번영교남교차로,태화R,15분,138,0,96,0,74,0,58,0,62,0,73,0,121,0,172,0,206,0,237,0,226,0,214,0,224,0,284,0,310,0,346,0,276,0,334,0,328,0,288,0,244,0,233,0,160,0,143,0,4847,0
강남로,하행,3,번영교남교차로,태화R,30분,141,0,79,0,73,0,70,0,68,0,88,0,130,0,146,0,259,0,282,0,189,0,240,0,224,0,317,0,308,0,296,0,318,0,386,0,320,0,275,0,253,0,192,0,140,0,124,0,4918,0
강남로,하행,3,번영교남교차로,태화R,45분,142,0,79,0,71,0,64,0,68,0,98,0,141,0,154,0,241,0,222,0,226,0,223,0,244,0,324,0,290,0,315,0,252,0,378,0,290,0,250,0,223,0,188,0,145,0,122,0,4750,0
강남로,하행,3,번영교남교차로,태화R,소계,562,0,378,0,302,0,262,0,257,0,332,0,518,0,620,0,890,0,968,0,854,0,870,0,903,0,1234,0,1200,0,1274,0,1172,0,1440,0,1278,0,1104,0,988,0,831,0,628,0,540,0,19405,0
강남로,하행,계,,,,1362,0,810,0,704,0,652,0,622,0,862,0,1454,0,2105,0,2661,2,2830,2,2814,2,3007,2,3015,2,3482,1,3646,2,4002,2,3852,2,4122,2,3934,2,3122,1,2636,1,2220,0,1710,0,1412,0,57039,20
강남로,소계,,,,,2227,0,1464,0,1265,0,1206,0,1118,0,1738,0,3498,0,5092,2,5401,2,5179,4,5204,4,5534,4,5526,4,6290,3,6762,4,6924,3,6616,3,6734,2,6512,2,5314,2,4374,2,3724,0,2978,0,2410,0,103090,40
강북로,상행,1,태화교사거리,번영교북교차로,00분,144,2,92,0,66,0,58,0,62,0,90,0,372,10,388,9,368,8,369,8,412,9,369,9,464,9,423,9,464,9,401,10,399,9,448,10,388,10,357,9,315,9,282,9,256,10,177,8,7162,166
강북로,상행,1,태화교사거리,번영교북교차로,15분,128,1,91,0,58,0,70,0,63,0,162,4,344,10,302,9,378,8,391,10,381,10,444,10,446,10,426,8,476,8,394,8,408,10,464,8,364,9,339,9,268,10,318,9,230,8,181,8,7126,168
강북로,상행,1,태화교사거리,번영교북교차로,30분,126,2,91,0,68,0,54,0,74,0,248,10,306,9,247,10,381,8,413,10,406,9,420,9,444,9,422,10,497,9,394,10,426,9,382,10,388,8,275,10,320,8,276,7,210,8,156,4,7024,168
강북로,상행,1,태화교사거리,번영교북교차로,45분,123,3,88,0,62,0,56,0,72,0,324,12,362,10,300,8,389,9,387,7,383,8,393,9,442,7,450,9,460,8,434,8,430,8,450,8,385,8,316,8,310,8,261,8,190,8,170,6,7236,160
강북로,상행,1,태화교사거리,번영교북교차로,소계,520,8,362,0,254,0,238,0,272,0,824,26,1384,38,1236,36,1516,34,1560,34,1582,36,1626,36,1796,35,1720,36,1898,34,1624,36,1662,36,1743,36,1526,36,1288,36,1212,36,1136,32,884,34,683,26,28548,661
강북로,상행,2,번영교북교차로,가구삼거리,00분,166,2,106,3,75,0,66,0,58,0,94,0,329,4,238,4,386,6,359,6,346,4,356,4,387,4,401,4,438,4,408,6,370,5,383,3,334,4,316,6,281,4,338,4,238,4,201,6,6674,90
강북로,상행,2,번영교북교차로,가구삼거리,15분,164,1,98,0,74,0,60,0,60,0,164,1,360,2,241,4,340,4,351,4,388,5,400,5,446,6,404,6,515,3,372,4,370,6,361,6,322,5,287,6,322,4,304,5,268,6,204,6,6876,89
강북로,상행,2,번영교북교차로,가구삼거리,30분,128,4,91,0,81,0,63,0,72,0,233,2,310,3,201,6,300,6,382,3,374,5,390,5,440,4,390,5,487,4,419,4,401,6,340,4,354,4,250,6,306,6,300,6,217,4,184,3,6712,89
강북로,상행,2,번영교북교차로,가구삼거리,45분,138,0,109,0,66,0,54,0,92,0,279,4,323,5,302,4,319,6,352,5,386,6,408,4,444,5,449,6,491,6,392,4,410,6,374,6,308,6,256,6,310,4,268,5,212,6,184,4,6926,94
강북로,상행,2,번영교북교차로,가구삼거리,소계,597,8,404,3,296,0,243,0,282,0,770,7,1323,14,981,18,1344,21,1444,18,1495,20,1556,18,1717,20,1644,21,1931,17,1590,18,1551,22,1458,20,1318,19,1110,22,1218,18,1210,20,934,20,772,19,27190,363
강북로,상행,3,가구삼거리,학성교북교차로,00분,154,0,123,0,70,0,65,0,57,0,116,0,404,0,270,0,438,0,372,0,384,0,410,0,436,0,444,0,444,0,446,0,404,0,434,0,410,0,389,0,332,0,341,0,265,0,226,0,7438,0
강북로,상행,3,가구삼거리,학성교북교차로,15분,137,0,102,0,60,0,63,0,71,0,199,0,444,0,250,0,368,0,380,0,398,0,411,0,404,0,403,0,480,0,406,0,418,0,441,0,413,0,350,0,341,0,296,0,277,0,236,0,7348,0
강북로,상행,3,가구삼거리,학성교북교차로,30분,142,0,105,0,65,0,58,0,77,0,298,0,424,0,250,0,396,0,420,0,406,0,436,0,443,0,415,0,502,0,412,0,452,0,443,0,414,0,312,0,311,0,283,0,232,0,194,0,7490,0
강북로,상행,3,가구삼거리,학성교북교차로,45분,144,0,102,0,66,0,49,0,88,0,363,0,330,0,374,0,396,0,412,0,428,0,378,0,421,0,432,0,496,0,426,0,467,0,438,0,394,0,307,0,312,0,287,0,242,0,183,0,7538,0
